"";"MI";"ME";"amotI"
"MIVar";-0.293237848379625;0.0132526729575986;0.48739570673308
"MEVar";-0.379411788300573;-0.326944314800579;-0.55738870101835
"amotVar";-0.0686996075438911;-0.170217597372821;0.0714704600846517
