"";"MI";"ME";"amotI"
"MIVar";-0.297456057964883;-0.156073349368185;0.616684904614339
"MEVar";0.334688478031668;-0.143907508813781;-0.219368075377889
"amotVar";0.475789549546419;-0.157772321461869;0.213833922020201
