"";"MI";"ME";"amotI"
"MIVar";-0.187542570245983;0.198529313751677;0.423141139515872
"MEVar";0.407912546827224;0.207203746579025;-0.0971643616809383
"amotVar";0.247582419836952;0.208581956787846;0.0541619565177646
