"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";0.238285923750435;0.137034893408594;0.394606980932457;0.231665490841416;0.00242278926002016;0.829737920031378
"MEVar";0.0483397023659028;0.184811893602289;0.214489999487273;0.195164409589452;0.00760024884513589;0.749054724155392
"AMOTVar";0.426989207874325;0.559013058716351;0.862954039414689;0.4741557007165;0.305820444683424;0.164086024122482
