"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";0.198432594351886;0.13586049775652;-0.0493104671619779;0.262052157047814;-0.203809498834231;0.0690195635849887
"MEVar";-0.223750988820312;0.485645324011361;-0.29085505968434;0.0478788545895271;0.0560613637848275;-0.000875513787022594
"amotVar";0.0246707600583889;0.1970499760404;-0.311013350290983;0.0838035974363149;-0.0489623711305604;-0.164640717220206
