"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";0.0231224030954376;-0.18238220474415;0.0296209800149909;0.284872955399797;-0.12874599201875;0.0212111231321832
"MEVar";-0.106119315280215;0.27489059739874;-0.148786377115663;-0.441996464538212;-0.167084749949696;0.0611455424076426
"amotVar";0.0530454443684473;0.0178836342873406;-0.366923181454009;-0.419804969326753;-0.118957406304371;0.447016218742596
