"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";0.214786431567312;0.249818292600388;-0.154113917571598;0.224802833656088;-0.530963992894756;-0.039094566395981
"MEVar";-0.355865626296425;0.216458590149893;-0.220052559847635;-0.237584407863718;0.44934551179566;0.056680751297708
"amotVar";0.149024513188973;0.100425758968455;0.0322014095181272;0.138427328788084;0.176267187570729;-0.264876579401098
