"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";0.198409883740714;0.0771607685932134;0.0422975723124392;0.064407084459244;-0.0673409937229798;-0.128333302304876
"MEVar";0.360788286606408;-0.0650107560324326;0.239113952305036;-0.16629279921683;0.01224112606796;-0.448526193421092
"amotVar";0.490474329147866;-0.0228988712258203;0.156180868819854;0.218466418008783;-0.0373533064607353;-0.559363612947707
