"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";0.245373329852151;0.404120122812385;0.78084647113783;0.215059413427751;0.226067205286011;0.712408230646625
"MEVar";0.171430605512707;0.00302399023208826;0.0912159930295991;0.810701903402489;0.724993230301338;0.996088367082973
"AMOTVar";0.888212616170609;0.244845872720052;0.0959512964198121;0.699480254146241;0.777066185860725;0.397811529783076
