"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";-0.109094288731073;0.0756173012645217;-0.0121480992405336;0.0243694932875557;0.266069903709486;-0.0900502940958457
"MEVar";-0.12025668747773;0.204605251933962;-0.00780767647666059;0.169494746662379;-0.29122391504388;-0.0204115080188483
"amotVar";0.025866930720126;0.0305721437584512;0.026665394205105;0.282221827836179;-0.274884205035763;-0.0860731187504672
