"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";0.911797997041291;0.408442930703185;0.907180458260063;0.238774098189801;0.489453455771648;0.940604753980494
"MEVar";0.580916050053712;0.178945609186661;0.525118637075386;0.0510341081952265;0.33070973095255;0.815225341242064
"AMOTVar";0.794225565453847;0.933310955159831;0.144747301732304;0.078664507761844;0.511813083398633;0.113944781642412
