"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";0.582947293317341;0.677431229814244;0.947121809168324;0.902214070495036;0.14519945615048;0.648481264097628
"MEVar";0.545281643405228;0.264399291393391;0.966006325158893;0.395464986189897;0.112035329750383;0.917592009709216
"AMOTVar";0.895285840017002;0.865137066599735;0.883263400052051;0.157486512420505;0.129503345204797;0.660223002942528
