"";"achiever";"player";"socialiser";"freeSpirit";"disruptor";"philanthropist"
"MIVar";0.291924342416713;0.001587734642307;0.323113690781662;0.94767238799479;0.30323418428243;0.882876733504087
"MEVar";0.630789354387044;0.409662856667564;0.252076670413493;0.836343748558084;0.372708104485428;0.0369750483702073
"AMOTVar";0.460018331713083;0.61174416885669;0.314171658290382;0.4160106606421;0.556455785693748;0.473530857250019
